80,F,475,En Couple,4,true,3591 IK 12
61,M,565,En Couple,0,true,7787 NW 92
56,M,400,En Couple,4,false,653 WI 87
79,M,535,En Couple,0,false,6311 ZZ 15
50,M,1263,En Couple,4,false,9631 HD 21
22,M,187,En Couple,1,false,1157 BL 61
61,M,434,Célibataire,0,false,2575 VK 85
31,M,1163,Seule,2,false,7714 PJ 60
24,M,1384,Célibataire,0,false,7990 MU 97
66,M,152,Célibataire,0,false,4268 MT 52
51,M,942,En Couple,1,true,7548 KL 49
18,M,1062,Célibataire,0,false,5190 WF 71
21,F,1242,Célibataire,0,false,3690 LJ 23
29,M,213,En Couple,3,false,4420 LF 98
52,M,205,En Couple,3,false,8975 KF 13
42,M,940,En Couple,1,false,2634 CL 46
24,M,434,Seule,1,false,8119 DM 35
47,M,219,Seule,2,false,3392 LM 39
25,M,1070,Célibataire,0,false,2453 YE 19
38,M,542,En Couple,4,false,400 FK 86
27,F,211,En Couple,3,false,6618 MH 59
23,M,589,En Couple,0,true,5990 GZ 74
77,M,1139,En Couple,4,false,7051 KD 61
68,F,511,En Couple,4,false,9887 YJ 71
63,M,162,Célibataire,0,false,2542 BJ 49
43,M,437,Célibataire,0,false,9562 KY 75
19,M,516,Célibataire,0,false,7340 UM 10
66,M,586,En Couple,0,true,1993 KH 28
24,F,560,En Couple,3,false,2065 EK 79
35,M,1222,En Couple,4,true,7232 SN 44
39,M,451,En Couple,1,true,231 OP 59
45,M,401,En Couple,3,false,4405 CY 79
80,M,508,En Couple,3,false,3118 SV 76
26,M,722,En Couple,3,false,3470 FG 42
31,M,1174,Seule,1,false,4775 RJ 80
25,M,851,En Couple,0,false,8549 HX 32
36,F,1017,En Couple,0,false,4563 DO 77
39,M,201,En Couple,3,false,71 AQ 58
45,M,201,En Couple,3,true,952 IX 71
22,M,510,En Couple,0,false,5696 GI 43
57,M,576,En Couple,3,false,4460 FC 69
23,F,1385,En Couple,2,false,7600 ST 68
38,F,558,En Couple,0,false,7047 VF 84
42,F,230,En Couple,0,false,8648 VC 83
49,M,786,En Couple,0,true,4405 UQ 91
43,M,527,En Couple,3,false,4077 ZL 97
43,F,249,En Couple,1,false,5713 SP 48
31,M,248,Célibataire,0,false,3028 UB 32
27,F,1312,En Couple,2,true,4283 NF 15
79,M,529,En Couple,2,true,3060 AJ 45
67,F,469,Célibataire,0,false,722 OX 71
65,M,570,En Couple,4,false,5350 LF 82
23,M,453,En Couple,1,false,8922 KI 85
25,M,816,En Couple,4,true,8504 FJ 67
28,F,164,Célibataire,0,false,2807 LW 71
66,M,182,Célibataire,0,false,3845 XQ 38
65,M,445,En Couple,3,false,128 UU 12
50,M,487,En Couple,1,false,382 NH 70
36,F,829,Célibataire,0,false,6652 UX 48
35,F,536,En Couple,4,false,227 TL 42
56,F,431,Célibataire,0,false,103 HG 54
30,M,1067,En Couple,2,true,3786 BJ 28
56,M,588,En Couple,0,false,1838 QG 39
20,M,577,En Couple,4,true,4407 AN 17
49,M,567,En Couple,1,false,6974 QL 46
46,F,411,En Couple,4,false,7314 KE 11
18,M,477,En Couple,1,true,5400 NR 12
64,M,151,Seule,2,false,7012 GW 23
30,F,473,En Couple,1,false,9424 KZ 97
46,M,177,Célibataire,0,false,1769 JH 47
39,M,413,En Couple,2,false,3209 BJ 70
29,M,187,Célibataire,0,false,9886 NW 61
59,F,1197,En Couple,1,false,1098 ON 16
38,F,243,En Couple,2,false,3156 GK 86
36,M,521,Célibataire,0,false,8955 TD 50
28,M,416,Célibataire,0,false,75 XR 87
29,F,232,En Couple,4,false,2664 ZP 63
55,F,1238,En Couple,0,false,9863 YR 40
68,M,161,Célibataire,0,false,3996 OQ 83
54,F,442,En Couple,1,false,6814 WV 74
25,M,1066,En Couple,1,true,1303 WG 93
19,M,538,En Couple,2,true,6440 DQ 46
48,M,1280,En Couple,0,false,5273 VU 93
56,F,465,Seule,2,false,1581 CB 57
46,M,215,Célibataire,0,false,9236 KS 36
51,M,1209,Célibataire,0,false,5690 XA 51
29,F,1089,Célibataire,0,false,956 OX 89
21,M,575,En Couple,4,false,4987 AP 49
29,M,412,En Couple,0,false,2746 AQ 54
31,M,159,Célibataire,0,false,1170 PN 45
18,M,506,En Couple,4,false,1684 JM 93
22,M,483,En Couple,0,false,8190 HD 74
31,M,524,En Couple,3,false,2439 SI 73
19,M,584,En Couple,3,false,7668 ZH 68
72,M,481,Célibataire,0,false,5453 JU 23
29,M,244,Célibataire,0,false,650 UT 62
51,F,161,En Couple,1,false,3542 XG 38
51,M,483,En Couple,2,true,1558 NB 25
75,F,1340,En Couple,1,false,3027 FT 46
35,F,564,En Couple,2,false,2658 VK 89
28,M,1275,Célibataire,0,false,8693 FG 63
80,F,478,En Couple,2,false,6779 RJ 71
79,M,568,En Couple,3,false,114 NV 70
27,M,1311,En Couple,1,true,7501 IU 56
37,F,1204,En Couple,1,false,6672 AI 40
76,M,407,En Couple,0,false,5576 MF 69
21,M,512,En Couple,1,true,6872 NU 94
23,M,1096,En Couple,0,true,5934 HU 43
74,M,232,En Couple,3,false,404 GM 75
45,M,168,En Couple,1,false,4402 DR 48
81,F,498,En Couple,4,true,2688 FD 45
53,F,557,En Couple,1,false,8041 TW 46
25,M,483,En Couple,0,false,4796 TQ 82
30,F,428,En Couple,0,true,524 XC 58
43,M,468,En Couple,2,false,8759 AX 92
24,M,838,Seule,2,false,1444 VH 55
35,M,1344,En Couple,0,false,9813 JM 44
74,M,560,En Couple,2,false,4028 VH 61
29,F,1209,Célibataire,0,false,1754 QC 87
59,F,245,Célibataire,0,false,7203 EO 94
40,M,570,Célibataire,0,false,237 CF 21
32,M,702,Célibataire,0,false,3766 EO 27
32,M,425,En Couple,2,false,197 BG 64
23,M,526,Célibataire,0,false,5289 QC 25
34,M,1141,Célibataire,0,false,4479 GX 88
40,F,402,En Couple,2,false,8111 DT 34
49,M,518,En Couple,1,false,581 KM 43
31,M,977,En Couple,3,false,9965 FD 15
30,M,248,Célibataire,0,false,7879 KT 29
30,M,442,En Couple,1,true,4667 PU 56
29,M,466,En Couple,3,false,182 GG 98
28,M,849,En Couple,4,false,6866 XG 20
35,M,1315,En Couple,0,false,83 OB 93
25,F,1321,Célibataire,0,false,7022 EI 88
29,F,546,Célibataire,0,false,7300 NK 74
20, ,542,En Couple,0,false,6796 RD 81
51,F,573,En Couple,1,false,1599 LM 68
53,F,759,En Couple,0,true,2509 LB 10
33,M,210,En Couple,2,false,9485 MN 12
22,F,1067,En Couple,1,false,801 WU 36
41,M,788,Célibataire,0,false,3240 YS 18
69,F,503,Célibataire,0,false,7613 OL 96
44,F,176,En Couple,2,false,6876 EC 94
37,M,403,Célibataire,0,false,6725 GX 21
34,F,585,Célibataire,0,false,8761 AU 78
33,M,435,En Couple,2,false,5617 PC 81
59,M,446,Célibataire,0,false,2110 TR 45
43,M,189,En Couple,4,false,7564 BT 12
35,M,857,En Couple,2,false,7855 MY 23
55,M,219,Célibataire,0,false,4015 YZ 39
52,F,420,En Couple,2,false,2096 TF 86
24,M,1070,En Couple,1,false,9866 AE 55
26,F,222,En Couple,4,false,7560 XX 55
33,M,174,Célibataire,0,false,8348 PR 50
30,F, ,En Couple,0,false,5871 DR 33
74,M,476,Célibataire,0,false,8901 NX 11
46,M,221,En Couple,3,false,7839 KE 31
23,M,487,En Couple,2,false,4266 QH 49
71,F,514,Célibataire,0,false,2837 HZ 60
44,M,188,En Couple,1,true,9601 BQ 83
54,M,412,En Couple,3,false,2433 UM 11
29,M,853,En Couple,2,false,8336 HN 98
23,M,1003,En Couple,3,false,2961 FV 44
20,M,583,En Couple,4,false,4786 ZG 60
59,M,237,En Couple,0,false,4314 XR 62
 ,F,424,En Couple,4,true,7409 DP 24
58,M,526,En Couple,2,false,4223 QG 40
51,M,436,Célibataire,0,false,5964 VK 86
31,M,943,Célibataire,0,false,8535 IM 77
22,M,530,En Couple,0,false,4322 HD 34
54,M,1346,Célibataire,0,false,5882 WF 55
30,M,463,En Couple,4,false,7077 LR 45
35,M,1312,Célibataire,0,false,1060 HI 52
41,M,1063,Célibataire,0,false,72 OG 94
56,M,777,En Couple,3,false,7649 OS 25
28,M,482,En Couple,4,false,7745 GD 44
19,M,1136,En Couple,4,false,8062 UV 83
82,M,505,En Couple,0,false,2471 PH 25
63,M,216,En Couple,2,false,3358 SB 55
30,F,453,Célibataire,0,false,7140 DE 41
42,M,1071,Célibataire,0,false,5282 ZT 90
43,M,862,En Couple,2,true,8115 NX 72
51,M,472,Célibataire,0,false,1647 OP 96
18,F,1089,Célibataire,0,false,3090 ZE 33
36,F,1142,Célibataire,0,false,1868 IB 81
81,M,767,Célibataire,0,false,433 LP 52
73,M,980,En Couple,0,false,1728 NU 47
26,F,1394,Célibataire,0,false,1377 MP 53
21,M,184,En Couple,0,false,2008 PA 60
18,F,568,En Couple,4,false,1270 RW 52
30,F,471,En Couple,2,false,78 LI 87
18,M,178,En Couple,2,false,2469 JB 93
44,M,465,Célibataire,0,false,3986 EK 85
18,M,499,En Couple,1,false,2742 CY 28
23,M,174,En Couple,2,false,4453 AG 96
37,F,1056,Célibataire,0,false,8834 XU 14
57,M,231,Célibataire,0,false,8537 NT 74
41,M,1109,Célibataire,0,false,7445 UC 13
83,N/D,244,Célibataire,0,false,2050 BQ 79
43,F,469,En Couple,2,false,6493 MV 92
57,M,570,Célibataire,0,false,4983 VI 75
41,M,422,Célibataire,0,false,6648 XC 35
45,F,1158,Seule,2,false,2496 HX 40
33,M,420,Célibataire,0,false,9289 BS 21
57,M,1391,En Couple,0,false,6041 UP 36
52,M,596,En Couple,0,false,8260 PQ 55
29,M,446,En Couple,0,false,5518 EJ 96
26,M,1333,En Couple,3,true,8797 GH 29
76,M,497,En Couple,1,false,1853 TA 73
46,M,921,Seule,1,false,9293 UR 31
58,F,834,En Couple,1,false,7414 SE 40
37,F,407,Célibataire,0,false,8140 UI 62
22,F,1149,Célibataire,0,false,3917 XZ 55
19,F,475,Célibataire,0,false,6007 SO 93
64,F,1297,En Couple,1,true,8966 BT 47
38,M,403,En Couple,4,false,1083 RV 71
26,M,457,En Couple,1,false,5928 KX 80
78,M,547,Célibataire,0,false,6135 DJ 48
20,M,164,En Couple,2,false,8971 GB 41
36,F,554,Célibataire,0,false,9886 IX 79
48,M,?,Célibataire,0,false,2233 KC 51
34,F,499,Célibataire,0,false,2786 XP 83
30,F,1204,En Couple,3,false,3120 GE 54
24,M,475,Célibataire,0,false,5098 BG 62
60,M,239,Célibataire,0,false,2621 NV 39
51,M,246,En Couple,2,false,4492 NA 63
18,F,1317,En Couple,4,true,8162 YQ 52
22,F,497,Célibataire,0,false,1107 ML 78
51,M,404,En Couple,0,false,7872 FU 61
37,M,729,En Couple,3,false,9177 WW 50
24,M,189,Célibataire,0,false,8029 CS 14
49,M,1104,En Couple,3,false,5709 CY 88
50,M,1380,En Couple,1,false,3887 JE 59
22,F,530,Seule,1,false,7391 ZC 46
18,Homme,913,En Couple,0,false,8415 GE 39
48,F,508,Seule,3,false,1230 RB 76
57,M,742,En Couple,1,false,1479 PP 53
29,M,171,Célibataire,0,false,7920 UJ 88
65,M,713,Célibataire,0,false,9251 TW 25
51,M,743,En Couple,1,false,4698 LS 44
39,F,491,Célibataire,0,false,6995 YS 48
27,M,516,En Couple,2,false,2403 OV 66
64,F,573,Célibataire,0,false,9495 MT 92
27,M,180,En Couple,2,false,6309 QK 63
39,F,181,En Couple,0,true,7153 KZ 97
26,M,527,En Couple,4,false,7948 KD 71
67,M,155,En Couple,3,false,1286 JY 18
34,F,433,Célibataire,0,false,1044 TP 54
18,F,979,En Couple,1,false,6013 QL 86
29,M,243,Célibataire,0,false,6462 UN 73
58,F,586,Célibataire,0,false,6749 KR 21
32,F,187,Célibataire,0,false,5179 DU 59
71,M,801,En Couple,2,true,3891 SQ 46
20,M,400,Seule,3,false,719 TD 51
83,F,1354,Seule,2,false,4569 HT 32
52,M,896,Célibataire,0,false,991 QI 33
66,M,529,Célibataire,0,false,6896 QF 15
70,M,506,En Couple,0,true,1875 FH 37
84,F,587,En Couple,2,false,6838 PF 94
29,M,536,En Couple,4,false,5924 AG 35
47,Homme,195,En Couple,0,false,9776 QV 31
25,M,1104,Célibataire,0,false,8798 GR 98
23,F,201,En Couple,3,false,4321 DJ 29
59,M,462,En Couple,1,false,1087 KO 26
22,M,1034,Célibataire,0,false,4352 EH 82
32,F,420,Célibataire,0,false,4677 AP 49
54,F,552,Célibataire,0,false,6918 YP 52
58,M,543,En Couple,2,false,1076 CL 16
18,Femme,1187,En Couple,3,false,7917 BP 91
71,F,566,En Couple,2,false,4845 ZW 97
28,N/D,226,En Couple,1,true,2946 WA 42
35,F,434,En Couple,4,false,2632 QJ 75
38,M,969,Célibataire,0,false,5954 MK 97
20,M,418,Célibataire,0,false,2426 YR 43
44,F,499,En Couple,0,false,304 JB 35
41,F,562,En Couple,0,false,6767 ZT 91
77,M,1030,En Couple,1,false,4189 RR 67
26,M,988,En Couple,0,false,8257 JX 46
27,F,495,Seule,3,false,3342 HE 79
71,F,504,En Couple,1,false,3822 BM 59
22,M,580,En Couple,1,false,9914 OA 60
32,F,538,En Couple,1,false,8917 VG 65
29,M,756,En Couple,1,false,9241 GM 18
20,M,1208,Célibataire,0,false,8729 OL 56
60,F,555,En Couple,0,false,1317 SA 30
39,F,535,En Couple,2,false,2348 GF 30
46,M,462,En Couple,2,false,7660 OP 13
47,M,1240,En Couple,1,false,7765 ML 86
31,M,1394,Célibataire,0,false,7275 SR 74
36,M,945,En Couple,0,false,5514 YT 63
48,F,1277,En Couple,0,false,3204 MO 61
71,M,464,En Couple,0,false,4134 GM 42
30,Homme,1069,En Couple,3,false,3817 VN 29
63,M,472,Célibataire,0,false,7299 LC 29
61,M,940,Seule,3,false,4126 RC 67
53,M,410,Célibataire,0,false,897 VX 56
79,M,938,En Couple,3,false,5066 YJ 33
18,F,534,En Couple,3,false,5757 TS 55
41,F,506,Célibataire,0,false,2550 YN 71
59,M,1186,En Couple,1,false,1226 HD 76
53,F,936,En Couple,2,false,1163 QT 77
78,M,158,En Couple,3,false,2699 XM 83
28,Masculin,230,En Couple,4,false,8504 OG 64
